Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Total Sales,Rating
Low Fat,NCT06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,17.10000038,167.084198,4
Low Fat,NCJ42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014359584,19.75,100.8331985,4
Low Fat,FDS03,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.079952985,7.824999809,62.7826004,4
Low Fat,FDV51,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.032671448,16.35000038,165.4842072,4
Low Fat,NCN55,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.059732843,14.60000038,241.2537994,4
Low Fat,NCJ19,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.118661426,18.60000038,58.75880051,4
Low Fat,FDL10,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.039653081,8.395000458,99.5042038,4
Low Fat,FDX09,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.065515064,9,178.1369934,4
Low Fat,FDT34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.175060511,9.300000191,106.796402,4
Low Fat,FDK33,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.011281018,17.85000038,213.7559967,4
Low Fat,DRI13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.020409765,15.35000038,218.3507996,4
Regular,FDQ11,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.067976713,5.695000172,257.4988098,4
Regular,FDZ35,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02236923,9.600000381,104.7990036,4
Regular,FDM01,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.094952404,7.894999981,101.1332016,4
Regular,FDN38,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.092346512,6.614999771,251.8408051,4
Regular,FDV13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.027723342,17.35000038,89.68560028,4
Regular,FDV01,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.085296623,19.20000076,153.4313965,4
Regular,FDB38,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0274581,19.5,158.7920074,4
Regular,FDW14,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.038367193,8.300000191,87.11979675,4
Regular,FDB03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.157470688,17.75,239.1537933,4
Regular,FDT52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.047622785,9.694999695,246.2144012,4
Regular,FDR44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.103340141,6.110000134,131.2967987,4
Regular,FDO56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045165796,10.19499969,118.4807968,4
Regular,FDD21,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030693756,10.30000019,114.217598,4
Regular,FDQ55,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.013091186,13.64999962,114.8834,4
Regular,FDY56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.062665641,16.35000038,225.6062012,4
Regular,FDX56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07436116,17.10000038,206.1638031,4
Regular,FDW39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.037060756,6.690000057,176.8370056,4
Regular,FDZ57,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.037918143,10,129.6994019,4
Regular,FDO21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.009802791,11.60000038,223.0404053,4
Regular,FDY22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.160371304,16.5,143.912796,4
Low Fat,DRK11,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.010808272,8.210000038,150.5391998,4
Low Fat,FDU23,Breads,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.021618297,12.85764534,167.1183929,4
Low Fat,DRC49,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.065119699,12.85764534,145.7127991,4
Low Fat,FDK36,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.007180374,12.85764534,47.40340042,4
Low Fat,FDO24,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.175362334,12.85764534,158.9604034,4
Low Fat,FDT36,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.110735737,12.85764534,35.28739929,4
Low Fat,FDV36,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.026174637,12.85764534,127.1019974,4
Low Fat,FDP23,Breads,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.035414528,12.85764534,218.2165985,4
Low Fat,FDU11,Breads,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.092145264,12.85764534,120.7098007,4
Low Fat,FDU35,Breads,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.078831762,12.85764534,98.97000122,4
Low Fat,FDU59,Breads,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.095919475,12.85764534,162.6551971,4
Low Fat,FDR14,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.173206195,12.85764534,53.32979965,4
Low Fat,FDU14,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.034584355,12.85764534,248.375,4
Low Fat,FDA16,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.033777628,12.85764534,222.8455963,4
Low Fat,FDF52,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.066459894,12.85764534,184.2292023,4
Low Fat,FDG29,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.056019325,12.85764534,40.04539871,4
Low Fat,FDG52,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.065313026,12.85764534,47.14020157,4
Low Fat,FDA56,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.008722342,12.85764534,123.5413971,4
Low Fat,FDQ56,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.105085954,12.85764534,82.39080048,4
Low Fat,FDZ20,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,12.85764534,253.0355988,4
Low Fat,NCO05,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.046333984,12.85764534,97.23840332,4
Low Fat,NCT29,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.063800268,12.85764534,123.0413971,4
Low Fat,NCJ42,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.014232071,12.85764534,100.933197,4
Low Fat,NCL30,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.048703432,12.85764534,125.9336014,4
Low Fat,NCO06,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.107507288,12.85764534,34.85580063,4
Low Fat,FDS39,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.022351809,12.85764534,143.7812042,4
Low Fat,NCN14,Others,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.09147267,12.85764534,184.6607971,4
Low Fat,FDH21,Seafood,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.031073803,12.85764534,157.5603943,4
Low Fat,FDC58,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,12.85764534,45.74280167,4
Low Fat,FDM34,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.067120954,12.85764534,132.9626007,4
Low Fat,FDO34,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.029793955,12.85764534,167.281601,4
Low Fat,FDT21,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,12.85764534,248.8092041,4
Low Fat,DRM48,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.112349965,12.85764534,39.18479919,4
Low Fat,DRZ24,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,12.85764534,121.0439987,4
Regular,FDQ48,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.034244601,12.85764534,97.27259827,4
Regular,FDY60,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.02624324,12.85764534,143.8128052,4
Regular,FDX47,Breads,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.03443677,12.85764534,156.5287933,4
Regular,FDG38,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.052473798,12.85764534,83.62239838,4
Regular,FDQ25,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.028139761,12.85764534,173.7422028,4
Regular,FDF40,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.022403117,12.85764534,250.9091949,4
Regular,FDU50,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.074806198,12.85764534,112.9176025,4
Regular,FDG05,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.087421738,12.85764534,154.4629974,4
Regular,FDT16,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.048426706,12.85764534,258.7278137,4
Regular,FDV04,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.149288774,12.85764534,158.4288025,4
Regular,FDY16,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.091780141,12.85764534,182.5265961,4
Regular,FDB57,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.018714041,12.85764534,223.4772034,4
Regular,FDC08,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.102949031,12.85764534,225.2720032,4
Regular,FDK08,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.121712461,12.85764534,101.2015991,4
Regular,FDN08,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.087936752,12.85764534,115.9466019,4
Regular,FDQ19,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.014295564,12.85764534,242.6511993,4
Regular,FDU43,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.057762302,12.85764534,237.3563995,4
Regular,FDW55,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.021863505,12.85764534,247.009201,4
Regular,FDZ31,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.112668961,12.85764534,191.0503998,4
Regular,FDH31,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.020312315,12.85764534,98.10420227,4
Regular,FDO39,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.136701673,12.85764534,182.1607971,4
Regular,FDQ51,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.017466284,12.85764534,45.47180176,4
Regular,FDZ51,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.054288644,12.85764534,96.60939789,4
Regular,FDL09,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.127416044,12.85764534,167.4815979,4
Regular,FDO09,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.124668024,12.85764534,261.0910034,4
Regular,FDO45,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.03776899,12.85764534,88.58560181,4
Regular,FDP45,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.03047654,12.85764534,252.2723999,4
Regular,DRA59,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.127308428,12.85764534,186.6923981,4
Regular,FDB23,Starchy Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.005561538,12.85764534,224.0061951,4
Regular,FDE11,Starchy Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.134441763,12.85764534,183.9924011,4
Low Fat,FDU02,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.102492116,13.35000038,230.535202,3.900000095
Low Fat,NCB30,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.025698135,14.60000038,196.5084076,3.900000095
Low Fat,FDC37,Baking Goods,1998,OUT019,Tier 1,Small,Grocery Store,0.057556998,12.85764534,107.6938019,3.900000095
Low Fat,DRH01,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.097904027,17.5,174.8737946,3.900000095
Regular,FDV20,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.059511811,12.85764534,128.0677948,3.900000095
Low Fat,FDM39,Dairy,2011,OUT010,Tier 3,Small,Grocery Store,0.08949893,6.420000076,178.1002045,3.900000095
Low Fat,NCP05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0,19.60000038,153.3023987,3.900000095
Low Fat,NCX54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.048157338,9.194999695,106.1622009,3.900000095
Low Fat,FDH19,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.033082213,19.35000038,172.5738068,3.900000095
Low Fat,FDV25,Canned,2015,OUT045,Tier 2,Small,Supermarket Type1,0,5.90500021,222.5455933,3.900000095
Low Fat,FDD58,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.059352241,7.760000229,101.8700027,3.900000095
Low Fat,FDV45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045230944,16.75,187.9555969,3.900000095
Low Fat,FDL40,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01161096,17.70000076,95.04100037,3.900000095
Low Fat,FDX44,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.043209583,9.300000191,90.81719971,3.900000095
Low Fat,NCC30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.027622076,16.60000038,177.6343994,3.900000095
Regular,FDS31,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.044155598,13.10000038,178.8318024,3.900000095
Low Fat,FDV39,Meat,2015,OUT045,Tier 2,Small,Supermarket Type1,0.007294652,11.30000019,198.1425934,3.900000095
Low Fat,DRF36,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.023625113,16.10000038,189.3845978,3.900000095
Low Fat,FDZ10,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.044248175,12.85764534,126.2020035,3.900000095
Low Fat,FDK36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00721395,7.090000153,47.90340042,3.900000095
Regular,FDV20,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.104704536,12.85764534,125.2677994,3.900000095
Low Fat,NCJ29,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.035264298,10.60000038,86.12239838,3.900000095
Regular,FDW07,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,0.142978221,18,87.45140076,3.900000095
Low Fat,NCR05,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.054630835,10.10000038,200.2084045,3.900000095
Low Fat,FDW28,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0,18.25,196.8451996,3.900000095
Low Fat,FDP32,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.087652907,6.650000095,128.8677979,3.900000095
Low Fat,FDU04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,7.929999828,123.2414017,3.900000095
Regular,FDT01,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.184541211,13.64999962,211.5901947,3.900000095
Low Fat,NCR38,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.114160575,17.25,253.1723938,3.900000095
Low Fat,FDF14,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.027212057,7.550000191,152.7339935,3.900000095
Regular,FDX57,Snack Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.079113945,17.25,99.20680237,3.900000095
Low Fat,DRI39,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.162462041,13.80000019,55.89300156,3.900000095
Low Fat,FDU11,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.092781432,4.784999847,119.7098007,3.900000095
Low Fat,NCP50,Others,2000,OUT013,Tier 3,High,Supermarket Type1,0.020542737,17.35000038,80.5617981,3.900000095
Regular,FDT10,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.062044505,16.70000076,57.45619965,3.900000095
Low Fat,FDX26,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.146973461,17.70000076,184.1291962,3.900000095
Low Fat,FDY27,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.032028116,6.380000114,178.3343964,3.900000095
Regular,FDL32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.122657336,15.69999981,110.1544037,3.900000095
Regular,FDR27,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.096644014,15.10000038,131.9942017,3.900000095
Regular,FDX39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04975339,14.30000019,210.3585968,3.900000095
Regular,FDF21,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.098464981,10.30000019,188.6529999,3.900000095
Low Fat,FDU40,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.037372846,20.85000038,192.7478027,3.900000095
Low Fat,DRL37,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.053362086,15.5,41.57699966,3.900000095
Low Fat,FDB39,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.038597077,11.60000038,57.92720032,3.900000095
Low Fat,FDU23,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.021757269,12.14999962,165.0184021,3.900000095
Low Fat,FDM28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.045274135,15.69999981,177.9660034,3.900000095
Low Fat,FDU55,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035967108,16.20000076,260.3277893,3.900000095
Low Fat,DRQ35,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.042357203,9.300000191,123.2388,3.900000095
Low Fat,NCL29,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.114116579,9.694999695,158.8603973,3.900000095
Low Fat,NCC31,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.019901356,8.020000458,157.5971985,3.900000095
Low Fat,NCX18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,14.14999962,197.1109924,3.900000095
Low Fat,NCG19,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.148163557,20.25,232.7615967,3.900000095
Low Fat,NCO07,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.009791467,9.06000042,213.2559967,3.900000095
Low Fat,FDQ58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01532563,7.315000057,153.4340057,3.900000095
Low Fat,FDZ22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.045340277,9.395000458,85.02500153,3.900000095
Low Fat,FDC46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.116723679,17.70000076,182.4266052,3.900000095
Low Fat,DRZ24,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.081914678,7.534999847,120.3440018,3.900000095
Low Fat,DRD60,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.037289996,15.69999981,182.7633972,3.900000095
Regular,FDV60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.117543712,20.20000076,197.3110046,3.900000095
Regular,FDN23,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.075625151,6.574999809,145.7444,3.900000095
Regular,FDR13,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.028765487,9.895000458,115.3491974,3.900000095
Regular,FDH14,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.046881329,17.10000038,141.3838043,3.900000095
Regular,FDY44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.024442501,14.14999962,196.4109955,3.900000095
Regular,FDF56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.119647957,16.70000076,180.9976044,3.900000095
Regular,FDG21,Seafood,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.146527365,17.35000038,147.9049988,3.900000095
Regular,FDV22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.009954237,14.85000038,158.2630005,3.900000095
Low Fat,FDA32,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.052691046,12.85764534,216.3191986,3.900000095
Low Fat,DRM37,Soft Drinks,1998,OUT019,Tier 1,Small,Grocery Store,0.168780133,12.85764534,197.8768005,3.900000095
Low Fat,FDY48,Baking Goods,1998,OUT019,Tier 1,Small,Grocery Store,0.041556697,12.85764534,104.433197,3.900000095
Low Fat,FDT37,Canned,1998,OUT019,Tier 1,Small,Grocery Store,0.061753511,12.85764534,253.3014069,3.900000095
Low Fat,FDB05,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.14566955,12.85764534,247.2776031,3.900000095
Low Fat,FDA19,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0,12.85764534,126.6994019,3.900000095
Low Fat,FDI32,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.305305392,12.85764534,116.683403,3.900000095
Low Fat,DRH23,Hard Drinks,1998,OUT019,Tier 1,Small,Grocery Store,0.298205286,12.85764534,55.76139832,3.900000095
Low Fat,NCN53,Health and Hygiene,1998,OUT019,Tier 1,Small,Grocery Store,0.053148497,12.85764534,36.38740158,3.900000095
Low Fat,NCP41,Health and Hygiene,1998,OUT019,Tier 1,Small,Grocery Store,0.028382853,12.85764534,109.4596024,3.900000095
Low Fat,NCR53,Health and Hygiene,1998,OUT019,Tier 1,Small,Grocery Store,0.253947824,12.85764534,223.8403931,3.900000095
Low Fat,NCD54,Household,1998,OUT019,Tier 1,Small,Grocery Store,0.050790917,12.85764534,142.778595,3.900000095
Low Fat,NCP42,Household,1998,OUT019,Tier 1,Small,Grocery Store,0.028207785,12.85764534,195.5478058,3.900000095
Low Fat,NCR38,Household,1998,OUT019,Tier 1,Small,Grocery Store,0.198756173,12.85764534,250.7723999,3.900000095
Low Fat,NCO55,Others,1998,OUT019,Tier 1,Small,Grocery Store,0.159394443,12.85764534,105.6938019,3.900000095
Regular,FDY35,Breads,1998,OUT019,Tier 1,Small,Grocery Store,0.028062401,12.85764534,44.04019928,3.900000095
Regular,FDC52,Dairy,1998,OUT019,Tier 1,Small,Grocery Store,0.014497036,12.85764534,150.8708038,3.900000095
Regular,FDE40,Dairy,1998,OUT019,Tier 1,Small,Grocery Store,0.173587933,12.85764534,60.01940155,3.900000095
Regular,FDF40,Dairy,1998,OUT019,Tier 1,Small,Grocery Store,0.03941584,12.85764534,247.8092041,3.900000095
Regular,FDK20,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.072762087,12.85764534,120.9072037,3.900000095
Regular,FDR32,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.150238663,12.85764534,229.3694,3.900000095
Regular,FDW46,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.123089127,12.85764534,63.64839935,3.900000095
Low Fat,FDD02,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0,16.60000038,118.8124008,3.900000095
Low Fat,FDJ32,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.057792343,10.69499969,61.45360184,3.900000095
Low Fat,NCG30,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.11232122,20.20000076,123.604599,3.900000095
Low Fat,FDK45,Seafood,2010,OUT046,Tier 1,Small,Supermarket Type1,0.033858187,11.64999962,113.3860016,3.900000095
Low Fat,FDN60,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.095158078,15.10000038,159.2604065,3.900000095
Low Fat,FDG50,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.015271793,7.40500021,89.91459656,3.900000095
Low Fat,FDU13,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.187558636,8.354999542,148.0417938,3.900000095
Low Fat,FDP25,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.021207519,15.19999981,219.4824066,3.900000095
Low Fat,DRE15,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0,13.35000038,77.60119629,3.900000095
Low Fat,FDC44,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.172596887,15.60000038,114.851799,3.900000095
Low Fat,DRJ47,Hard Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.044250306,18.25,174.7079926,3.900000095
Low Fat,NCP05,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.025286583,19.60000038,151.8023987,3.900000095
Low Fat,NCY53,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.058481339,20,113.3544006,3.900000095
Low Fat,NCC43,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.092782892,7.389999866,252.6065979,3.900000095
Low Fat,NCE18,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.02142534,10,250.1750031,3.900000095
Low Fat,NCS18,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.042211119,12.64999962,108.6938019,3.900000095
Low Fat,FDS51,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,0.032180496,13.35000038,61.2193985,3.900000095
Low Fat,FDL46,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.054056928,20.35000038,116.8466034,3.900000095
Low Fat,DRD60,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.037232108,15.69999981,183.1634064,3.900000095
Regular,FDX36,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.128283247,9.694999695,226.1403961,3.900000095
Regular,FDU37,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0,9.5,79.59600067,3.900000095
Regular,FDM57,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.075849168,11.64999962,85.19080353,3.900000095
Regular,FDJ34,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.093655728,11.80000019,127.1704025,3.900000095
Low Fat,FDD46,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.141542479,6.034999847,153.1997986,3.900000095
Low Fat,DRF01,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.176070541,5.65500021,144.0101929,3.900000095
Low Fat,DRD27,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,18.75,97.90419769,3.900000095
Low Fat,FDJ52,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.017822936,7.144999981,161.3578033,3.900000095
Low Fat,FDF16,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.086307049,7.300000191,146.8076019,3.900000095
Low Fat,FDC32,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.099309996,18.35000038,91.44619751,3.900000095
Low Fat,FDA44,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.053330652,19.70000076,56.79299927,3.900000095
